Genome	1547B_9H_3_S13_paired_1.fastq.gz Relative Abundance (%)
unmapped	89.08896
MAG_155	0.0001622252
MAG_193	0.00027342286
MAG_249	0.0000097572965
MAG_121	0.0000043177674
280	0.0000023888092
MAG_199	0.0000030443503
MAG_51	0.00040053087
MAG_18	0.000008836022
2	0.0000062616323
maxbin2.0181_sub	0.005668861
MAG_284	0.00011191683
MAG_278	0
284_sub	0.000017736109
MAG_162	0.0000057228735
44_sub	0.000019107669
102_sub	0.0004629346
MAG_53	0.49700287
MAG_229	0.00043549304
MAG_289	0.000022875356
MAG_222_sub	0.000043424083
MAG_315	0.00011844084
4_sub	0.006928076
MAG_128	0.0001567176
MAG_172	0.00016893708
27	0.000058575653
MAG_33	0.00032239986
58	0.00025668184
142_sub	0.00010583118
MAG_294	0.0001329429
MAG_74	0.00028661656
145	0.0005299713
MAG_114	0.000015801013
MAG_130	0.00021668924
67	0.00013194825
MAG_37	0.2051459
MAG_148	0.000026081369
MAG_305	0.00009580984
MAG_313	0.0010306432
maxbin2.0025_sub	0.072201364
107_sub	0.000015383415
MAG_200	0.00033834478
MAG_319	0.0021008751
158_sub	0.00009388584
MAG_13	0.0001198473
MAG_45	2.3306792
76	0.0000037248744
MAG_307	0.12527707
MAG_236	0.0008283864
245_sub	0.0000533747
MAG_149_sub	0.000006923881
119_sub	0.00025381154
MAG_334	0.0009844416
MAG_119	0.000033678745
275_sub	0.0002995374
MAG_140	0.00016213485
288_sub	0.000053187094
112_sub	0.00028505852
MAG_164	0.0000115209505
MAG_326	0.0000035717467
MAG_92	0.000008014394
MAG_144	0.00005699239
117_sub	7.3134446
MAG_292	0.00008764478
MAG_217_sub	0.000048803842
52_sub	0.0000050545455
MAG_306	0.0021515593
81_sub	0.0010674474
MAG_234	0.0003610981
MAG_332_sub	0.00003283578
163	0.00000871625
MAG_24	0.00001038423
243_sub	0.0000065395134
MAG_269_sub	0.000008472908
MAG_346	0.00021115443
MAG_214	0.000056108303
287_sub	0.00019646568
MAG_216	0.000039913062
MAG_300_sub	0.000019016823
45_sub	0.0011059572
MAG_244	0.00002396283
MAG_273_sub	0.0000050318013
MAG_126	0.00007208956
MAG_280_sub	0.000074089534
MAG_226	0.00021990493
MAG_29	0.0941673
123_sub	0.00021674782
170_sub	0.0007713554
MAG_63	0.00015546956
MAG_263	0.00071364193
259_sub	0.00005608898
MAG_202	0.00036654042
MAG_321	0.000006778145
169_sub	0.00017975758
MAG_42_sub	0.000012637296
223_sub	0.00006411498
MAG_133	0.000032929474
31_sub	0.000027523589
26_sub	0.000058903148
73_sub	0.000013445559
MAG_80_sub	0.0000080720965
270_sub	0.000060270162
MAG_224	0.0005431664
103_sub	0.00027004365
184_sub	0.00023101633
MAG_247	0.0000050218623
MAG_12	0.00021228891
MAG_39	0.00006898689
53_sub	0.00018650792
244_sub	0.0030914817
174	0.00016306964
MAG_171	0.012744388
138_sub	0.0013922538
MAG_316	0.00013700342
190	0.000037825648
MAG_117	0.00019069998
MAG_108	0.00014972904
131_sub	0.0000474516
MAG_58	0.000047025576
97_sub	0.00013416943
MAG_134	0.00015873207
273_sub	0.003947263
MAG_56_sub	0.000026022839
MAG_206	0.000019006127
MAG_153_sub	0.00011165387
MAG_116	0.00018295788
MAG_95	0.000049323204
MAG_235	0.0000312773
MAG_330	0.0079037305
MAG_341	0.18907416
16_sub	0.00006349339
MAG_94	0.00024812797
MAG_210	0.00055378984
MAG_46	0.01756905
MAG_314	0.000033100518
MAG_142	0.000022772976
MAG_141	0.00022486947
MAG_277	0.00007947706
238_sub	0.000283459
MAG_328	0.000041115367
289	0.00013373246
127_sub	0.00014566933
MAG_327_sub	0.00005641994
